prompt,rule,seed,episode_length,total_wellbeing,mean_wellbeing,min_wellbeing,gini_wellbeing,total_berries,mean_berries,min_berries,gini_berries,deceased,num_emerged_norms
None,utilitarian,1,74,40.83333333333331,10.208333333333329,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,9
None,utilitarian,10,74,40.83333333333331,10.208333333333329,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,9
None,utilitarian,2,74,23.333333333333314,5.833333333333329,0.0,0.375,43,10.75,10,0.01744186046511631,1,8
None,utilitarian,3,74,40.83333333333331,10.208333333333327,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,9
None,utilitarian,4,74,40.83333333333331,10.208333333333329,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,10
None,utilitarian,5,74,40.83333333333331,10.208333333333329,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,9
None,utilitarian,6,74,23.333333333333314,5.833333333333329,0.0,0.375,42,10.5,9,0.03571428571428581,1,7
None,utilitarian,7,74,40.83333333333331,10.208333333333329,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,12
None,utilitarian,8,74,34.99999999999997,8.749999999999995,5.833333333333327,0.16666666666666696,44,11.0,11,0.0,0,11
None,utilitarian,9,74,40.83333333333331,10.208333333333329,5.833333333333327,0.1071428571428572,44,11.0,11,0.0,0,9
selfish,selfish,1,74,145.83333333333331,36.45833333333333,17.499999999999954,0.2700000000000007,65,16.25,13,0.10384615384615392,0,4
selfish,selfish,10,74,274.1666666666669,68.54166666666674,58.3333333333333,0.06914893617021356,85,21.25,19,0.038235294117647145,0,4
selfish,selfish,2,74,75.83333333333314,18.958333333333286,5.833333333333286,0.2884615384615392,53,13.25,11,0.070754716981132,0,5
selfish,selfish,3,74,180.83333333333317,45.20833333333329,29.16666666666662,0.10483870967741948,69,17.25,14,0.061594202898550776,0,4
selfish,selfish,4,74,233.33333333333346,58.33333333333336,34.99999999999996,0.13750000000000062,80,20.0,16,0.06875000000000009,0,4
selfish,selfish,5,74,180.8333333333333,45.20833333333332,23.33333333333329,0.20161290322580716,71,17.75,14,0.0880281690140845,0,4
selfish,selfish,6,74,303.3333333333336,75.8333333333334,64.16666666666664,0.06730769230769273,91,22.75,21,0.030219780219780112,0,4
selfish,selfish,7,74,233.33333333333326,58.333333333333314,40.83333333333329,0.12500000000000044,80,20.0,17,0.0625,0,4
selfish,selfish,8,74,145.83333333333317,36.45833333333329,11.666666666666618,0.2100000000000004,64,16.0,11,0.09375,0,6
selfish,selfish,9,74,239.16666666666654,59.791666666666636,40.83333333333329,0.10365853658536617,80,20.0,17,0.050000000000000044,0,4
selfish,selfless,1,74,99.16666666666671,24.79166666666668,5.833333333333327,0.5735294117647061,57,14.25,11,0.17105263157894735,0,10
selfish,selfless,10,74,52.499999999999964,13.124999999999991,0.0,0.75,39,9.75,4,0.3141025641025641,3,10
selfish,selfless,2,74,105.00000000000009,26.25000000000002,5.833333333333327,0.5000000000000004,56,14.0,11,0.1607142857142858,0,8
selfish,selfless,3,74,75.83333333333346,18.958333333333364,0.0,0.75,41,10.25,4,0.38414634146341453,3,7
selfish,selfless,4,74,75.83333333333329,18.95833333333332,5.833333333333327,0.5192307692307692,53,13.25,11,0.12735849056603765,0,7
selfish,selfless,5,74,116.66666666666674,29.166666666666686,0.0,0.6500000000000001,53,13.25,4,0.32547169811320753,1,7
selfish,selfless,6,74,110.83333333333348,27.70833333333337,5.833333333333327,0.5657894736842108,58,14.5,11,0.18103448275862077,0,9
selfish,selfless,7,74,134.1666666666668,33.5416666666667,5.833333333333327,0.554347826086957,61,15.25,11,0.20901639344262302,0,8
selfish,selfless,8,74,99.16666666666664,24.79166666666666,5.833333333333327,0.5441176470588238,55,13.75,10,0.17727272727272725,1,11
selfish,selfless,9,74,105.00000000000003,26.250000000000007,5.833333333333327,0.5555555555555558,57,14.25,11,0.17105263157894735,0,9
selfish,utilitarian,1,74,81.66666666666661,20.416666666666654,5.833333333333327,0.5357142857142856,54,13.5,11,0.13888888888888884,0,9
selfish,utilitarian,10,74,99.16666666666661,24.791666666666654,5.833333333333327,0.5441176470588236,54,13.5,11,0.13888888888888884,0,10
selfish,utilitarian,2,74,69.99999999999997,17.499999999999993,0.0,0.7083333333333335,50,12.5,8,0.19999999999999996,2,8
selfish,utilitarian,3,74,64.16666666666664,16.04166666666666,0.0,0.7045454545454546,49,12.25,9,0.16836734693877542,3,9
selfish,utilitarian,4,74,93.33333333333347,23.333333333333368,0.0,0.6562500000000002,55,13.75,9,0.20454545454545459,1,9
selfish,utilitarian,5,74,99.16666666666671,24.79166666666668,5.833333333333327,0.4852941176470593,55,13.75,11,0.1499999999999999,0,10
selfish,utilitarian,6,74,64.16666666666661,16.041666666666654,0.0,0.6136363636363638,48,12.0,7,0.1875,1,9
selfish,utilitarian,7,74,58.333333333333314,14.583333333333329,0.0,0.75,43,10.75,6,0.2616279069767442,3,7
selfish,utilitarian,8,74,128.33333333333337,32.08333333333334,11.66666666666666,0.45454545454545503,58,14.5,11,0.18103448275862077,0,13
selfish,utilitarian,9,74,105.00000000000006,26.250000000000014,5.833333333333327,0.5000000000000004,55,13.75,11,0.1499999999999999,0,9
